repo_name,languages,stars_count,forks_count,resolution_time_hours
ziglang/zig,"CMake, C++, C, Shell, Zig, HTML, JavaScript, Python, Assembly, Objective-C",32084,2341,6181.967869444444
saadeghi/daisyui,"CSS, JavaScript, HTML, Svelte, Astro",32011,1238,526.8655805555555
typicode/husky,"JavaScript, Shell, TypeScript",31960,1003,10734.679091666665
ray-project/ray,"Shell, C++, Python, C, HTML, CSS, Java, Dockerfile, JavaScript, TypeScript",31967,5445,4042.6360611111113
slidevjs/slidev,"JavaScript, Vue, TypeScript, HTML, CSS",31922,1261,864.5548694444444
ccxt/ccxt,"JavaScript, PHP, Python, Shell, Dockerfile, HTML, TypeScript, Handlebars, C#, Batchfile",31912,7367,446.4955972222222
docker/awesome-compose,"Dockerfile, JavaScript, TypeScript, HTML, CSS, C#, Python, Go, Java, Vue",31914,6157,3119.0047002923975
harness/gitness,"Go, Shell, Dockerfile, Makefile, JavaScript, SCSS, TypeScript, HTML, Smarty",31866,2776,3343.9964416666667
alebcay/awesome-shell,,31858,2344,4754.625767195767
laravel/framework,"PHP, CSS, Hack, Shell, Blade, JavaScript",31812,10765,284.5325055555556
coqui-ai/TTS,"Python, Jupyter Notebook, HTML, Shell, Makefile, Cython, Dockerfile",31804,3809,744.5624888888889
TheAlgorithms/JavaScript,"JavaScript, Shell, TypeScript",31762,5442,1621.116513888889
jellyfin/jellyfin,"C#, Shell, HTML, CSS",31745,2899,2365.3205333333335
colinhacks/zod,"TypeScript, JavaScript, Shell, HTML",31715,1099,2020.6515388888888
solidjs/solid,"JavaScript, TypeScript, CSS",31655,888,782.1013916666666
Trinea/android-open-project,,31578,11933,2460.2542454954955
SimplifyJobs/Summer2025-Internships,,31521,2605,4.9795444444444446
bayandin/awesome-awesomeness,Ruby,31463,3536,5081.4188354700855
alibaba/easyexcel,Java,31429,7436,2072.2962944444444
fastify/fastify,"JavaScript, TypeScript, Shell",31270,2214,1199.868161111111
sqlmapproject/sqlmap,"Python, C, Perl, C++, Shell, PLpgSQL, TSQL, HTML, PLSQL",31255,5601,3807.031363888889
helix-editor/helix,"Rust, Nix, CSS, Handlebars, Scheme, Shell, Elvish, C++",31183,2310,1876.5358694444444
beego/beego,"Go, Makefile, Smarty, Shell",31116,5579,343.0791194444445
LC044/WeChatMsg,"Python, HTML, Jupyter Notebook",31126,3243,353.28911944444445
certbot/certbot,"Python, Shell, Makefile, Batchfile, Augeas, Dockerfile, PowerShell, NSIS, Smarty, DIGITAL Command Language",31116,3377,4838.279386111111
The-Run-Philosophy-Organization/run,,31084,2575,25.861094444444443
blueimp/jQuery-File-Upload,"JavaScript, HTML, CSS, Python, PHP, Dockerfile",30977,7976,139.85245833333332
fengdu78/Coursera-ML-AndrewNg-Notes,"HTML, Jupyter Notebook",30972,10515,3485.2557291666667
hasura/graphql-engine,"Go, HTML, Makefile, Haskell, JavaScript, CSS, PLpgSQL, Shell, Dockerfile, Python",30944,2742,2253.7360777777776
Chanzhaoyu/chatgpt-web,"JavaScript, HTML, Vue, TypeScript, CSS, Shell, Dockerfile, Less, Batchfile",30942,11202,62.18062777777778
expo/expo,"Ruby, Shell, Java, JavaScript, C++, C, HTML, Objective-C, Objective-C++, TypeScript",30937,4892,1941.1638555555555
nushell/nushell,"Rust, Shell, Python, Batchfile, PowerShell, Dockerfile, Nushell",30915,1583,4273.504369444445
logseq/logseq,"JavaScript, HTML, CSS, Clojure, Dockerfile, Shell, TypeScript, Java, Swift, Ruby",30814,1790,1705.3421555555556
GitHubDaily/GitHubDaily,,30774,3421,3074.457972222222
DIYgod/RSSHub,"JavaScript, Dockerfile, Shell, TypeScript, HTML",30759,6871,1073.7324333333333
gradio-app/gradio,"Python, JavaScript, HTML, Shell, CSS, Svelte, TypeScript, MDX, Jupyter Notebook, Roff",30719,2283,1442.9048805555556
huggingface/pytorch-image-models,"Python, Shell, MDX",30640,4630,462.1942694444445
ziadoz/awesome-php,,30594,5044,1058.0843833333333
reworkd/AgentGPT,"JavaScript, TypeScript, CSS, Shell, Dockerfile, Python, Batchfile, MDX",30579,9172,481.7844777777778
geekcomputers/Python,"Python, Tcl, Jupyter Notebook, Java, C++, HTML, JavaScript, Makefile",30549,12080,2324.279413888889
mqyqingfeng/Blog,,30531,4704,834.5897108843537
swc-project/swc,"Rust, Shell, JavaScript, TypeScript, Python, SCSS",30475,1179,2723.2224194444448
ReactiveX/rxjs,"HTML, JavaScript, TypeScript, Shell, Dockerfile, SCSS",30437,2990,741.179175
microsoft/MS-DOS,"Assembly, C++, NASL, C, POV-Ray SDL, SourcePawn, Pascal, Prolog, BitBake, Batchfile",30395,4322,0
CMU-Perceptual-Computing-Lab/openpose,"C++, Shell, Cuda, Batchfile, CMake, HCL, Python",30383,7797,688.5034694444445
amix/vimrc,"Shell, Ruby, Python, Makefile, CoffeeScript, HTML, Dockerfile, Vim Snippet, Haml, CMake",30350,7261,5875.954175000001
karanpratapsingh/system-design,,30339,3141,263.8461549707602
python-poetry/poetry,"Python, HTML",30330,2233,1381.186525
ibraheemdev/modern-unix,,30318,767,733.0012037037037
zsh-users/zsh-autosuggestions,"Shell, Makefile, Ruby, Dockerfile",30301,1845,3468.6907749999996
Binaryify/NeteaseCloudMusicApi,,30275,15768,544.8941222222222
alibaba/p3c,"Kotlin, Java, FreeMarker, CSS",30234,8050,822.2504194444443
yewstack/yew,"Rust, Shell, JavaScript, CSS, HTML, TypeScript, Python, SCSS, MDX",30234,1411,10293.69523611111
lib-pku/libpku,"JavaScript, TeX",30198,8278,185.16563620071685
pcottle/learnGitBranching,"JavaScript, CSS, HTML, Shell, Dockerfile, Makefile",30090,5718,170.374575
ityouknow/spring-boot-examples,"Java, CSS, HTML, Dockerfile",30083,12342,2487.207306397306
open-webui/open-webui,"JavaScript, Dockerfile, Shell, CSS, HTML, Svelte, TypeScript, Python, Batchfile, Makefile",30146,3267,244.6496888888889
niklasvh/html2canvas,"JavaScript, HTML, CSS, TypeScript",30082,4750,11398.769816666667
hashicorp/vault,"Go, Shell, Makefile, Batchfile, HCL, JavaScript, HTML, Dockerfile, SCSS, Handlebars",30027,4124,2051.8567333333335
mathiasbynens/dotfiles,"Shell, GDB, Vim Script",30012,8735,5447.319741666667
joshbuchea/HEAD,,29946,1919,1122.6870814307458
kilimchoi/engineering-blogs,Ruby,29882,1460,1478.1448085585587
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,JavaScript,29872,5580,1632.2470502645501
airbnb/lottie-web,"HTML, JavaScript",29854,2849,3294.5714416666665
vercel/swr,"JavaScript, TypeScript, Shell",29849,1196,2890.596777777778
typst/typst,"Rust, Nix, Dockerfile, Typst, PostScript, TypeScript, Shell",29846,819,1996.0306694444446
calcom/cal.com,"JavaScript, CSS, TypeScript, Shell, Procfile, HTML, PHP, MDX, Dockerfile, PLpgSQL",29796,6991,1208.1428472222221
doocs/leetcode,"Java, Python, C++, Ruby, Go, Scala, JavaScript, C, Shell, C#",29797,5620,581.7364159891599
facebookresearch/fairseq,"Python, C++, Lua, Shell, Cuda, Cython",29789,6303,286.42345
vuejs/vue-cli,"JavaScript, Vue, HTML, AppleScript, TypeScript, Shell, Stylus",29778,6334,976.2552388888888
SeleniumHQ/selenium,"Shell, HTML, C#, JavaScript, CSS, XSLT, C++, C, Java, Makefile",29769,8020,3560.950058333334
ehang-io/nps,"Go, Makefile, Shell",29765,5374,2632.9399416666665
jaywcjlove/linux-command,"HTML, Stylus, JavaScript, Markdown, Dockerfile",29713,5868,1190.4162055555555
qishibo/AnotherRedisDesktopManager,"HTML, JavaScript, SCSS",29693,2516,2737.5663472222222
Stirling-Tools/Stirling-PDF,"Dockerfile, Java, CSS, HTML, JavaScript, Shell, Python, Smarty, Gherkin, Rich Text Format",29697,2177,1176.6607666666666
foundation/foundation-sites,"JavaScript, HTML, SCSS, Shell",29648,5499,652.3468583333333
portainer/portainer,"JavaScript, HTML, CSS, Go, Shell, Dockerfile, Handlebars, TypeScript, EJS, Makefile",29648,2380,2715.465461111111
TheAlgorithms/C-Plus-Plus,"C++, Dockerfile, CMake, Python",29608,7034,4915.159963888889
0xAX/linux-insides,"Shell, Python, Dockerfile, Makefile",29603,3313,2504.7773305555556
SerenityOS/serenity,"C++, C, Makefile, Assembly, Shell, HTML, CSS, CMake, JavaScript, Dockerfile",29609,3144,4898.593347222222
chatchat-space/Langchain-Chatchat,"Python, Shell, Dockerfile, JavaScript, TypeScript, MDX, Makefile",29573,5192,1726.8609472222222
jqlang/jq,"C, Shell, Python, Lex, Yacc, Makefile, M4, Dockerfile, jq, C++",29563,1538,2163.0586694444446
geekan/HowToLiveLonger,,29519,2066,6012.2010527777775
cockroachdb/cockroach,"Shell, Go, CSS, Makefile, C++, C, TypeScript, Yacc, Awk, JavaScript",29508,3700,3091.468675
symfony/symfony,"Shell, PHP, HTML, CSS, JavaScript, Hack, Twig, Makefile",29475,9407,1072.7783694444445
TeamNewPipe/NewPipe,"Java, HTML, Kotlin",29472,2950,8493.914075
alibaba/nacos,"Java, Shell, Batchfile, JavaScript, TypeScript, SCSS, EJS",29461,12658,887.4905
ariya/phantomjs,"C, Shell, C++, JavaScript, HTML, CSS, Python, CMake",29444,5760,6220.144472222222
yunjey/pytorch-tutorial,"Python, Shell",29444,7995,1056.61075
react-boilerplate/react-boilerplate,"HTML, JavaScript",29420,6129,580.9108833333333
spacedriveapp/spacedrive,"JavaScript, Rust, TypeScript, HTML, Swift, SCSS, Dockerfile, CSS, Shell, Java",29389,835,1757.9126888888889
facebookresearch/faiss,"C++, C, Python, Cuda, Shell, CMake, Batchfile, Jupyter Notebook",29362,3481,434.40531111111113
elsewhencode/project-guidelines,JavaScript,29324,3231,5082.770680076628
facebookresearch/detectron2,"Shell, Python, C++, Cuda, Dockerfile, CMake",29337,7323,395.81106111111114
ianstormtaylor/slate,"JavaScript, TypeScript, CSS",29292,3210,464.22285
layui/layui,"JavaScript, CSS",29260,7322,33790.84288333333
sequelize/sequelize,"JavaScript, TypeScript, Shell, Batchfile",29252,4248,4856.15673888889
square/leakcanary,"Shell, Kotlin, Java, AIDL",29238,3962,1691.4541583333332
microsoft/calculator,"PowerShell, C#, C++, C, Shell",29236,5276,1392.746925
penpot/penpot,"Clojure, JavaScript, HTML, Shell, PLpgSQL, Dockerfile, XSLT, SCSS, Mustache, CSS",29226,1426,5869.2675944444445
lukehoban/es6features,,29214,2867,176.5817361111111
webtorrent/webtorrent,"JavaScript, Shell",29209,2689,4148.068897222222
explosion/spaCy,"Shell, Python, HTML, JavaScript, Makefile, Sass, Jinja, Cython, Dockerfile, C++",29204,4325,1653.2229333333332
aosabook/500lines,"Makefile, HTML, CSS, JavaScript, Ruby, Python, Shell, Clojure, Java, CoffeeScript",29183,5877,2282.4954487179484
CSSEGISandData/COVID-19,,29161,18468,221.42773055555554
veggiemonk/awesome-docker,,29159,2938,481.99492499999997
coolsnowwolf/lede,"Makefile, Awk, Shell, C, Assembly, C++, M4, CMake, Perl, Lex",29158,19456,75.03594722222222
IanLunn/Hover,"JavaScript, CSS, HTML, Less, SCSS",29145,5797,2436.1601606425706
tatsu-lab/stanford_alpaca,Python,29115,4017,204.33993127147767
donnemartin/interactive-coding-challenges,"C++, Python",29095,4411,1595.9308854166666
Pythagora-io/gpt-pilot,"Python, JavaScript, CSS, EJS, HTML, Mako, Smarty",29078,2905,606.6499277777779
SortableJS/Sortable,"JavaScript, CSS, HTML",29065,3677,745.1662416666667
google/jax,"Python, Shell, C++, Jupyter Notebook, Starlark, C, MAXScript",29058,2661,5082.999522222222
floating-ui/floating-ui,"JavaScript, HTML, TypeScript, CSS, Vue, MDX",29041,1570,959.827375
NaiboWang/EasySpider,"Python, HTML, JavaScript, CSS, Batchfile, TypeScript, Vue, Shell",29047,3405,81.47848055555556
standard/standard,"JavaScript, Shell",28979,2324,232.67820833333334
labstack/echo,"Go, HTML, Makefile",28980,2204,1000.7231333333333
apolloconfig/apollo,"Java, JavaScript, CSS, HTML, Shell, Batchfile, Dockerfile",28948,10188,1274.5817
lllyasviel/ControlNet,"Python, Shell",28931,2610,296.4302138888889
AykutSarac/jsoncrack.com,"JavaScript, TypeScript, Dockerfile",28907,1712,1152.9019916666666
kubernetes/minikube,"Go, Shell, Makefile, Python, NSIS, PowerShell, Dockerfile, CSS, HTML, JavaScript",28768,4807,1850.0257666666666
AMAI-GmbH/AI-Expert-Roadmap,"Vue, JavaScript, Stylus",28732,2437,1045.1959782608697
astral-sh/ruff,"Rust, Python, HTML, TypeScript, CSS, JavaScript, Shell, Dockerfile",28729,931,471.5524694444444
VincentGarreau/particles.js,JavaScript,28666,4815,4032.4643388888885
dromara/hutool,"Shell, Java, FreeMarker, HTML, JavaScript, Velocity Template Language",28660,7439,715.00265
maybe-finance/maybe,"Dockerfile, JavaScript, CSS, HTML, Shell, Ruby",28666,2185,108.30005833333334
parallax/jsPDF,"HTML, JavaScript, TypeScript",28645,4613,8533.824269444445
lukasz-madon/awesome-remote-job,,28633,3322,4373.616084656084
herrbischoff/awesome-macos-command-line,,28615,1433,0
kodecocodes/swift-algorithm-club,"Swift, Objective-C, Shell, C",28607,5004,1573.474088888889
usememos/memos,"Go, HTML, TypeScript, Less, Dockerfile, JavaScript, CSS",28611,2127,731.1456888888889
balena-io/etcher,"CSS, JavaScript, HTML, Shell, TypeScript",28599,2036,2656.6294444444443
mattermost/mattermost,"Makefile, Go, HTML, Shell, Dockerfile, JavaScript, Rich Text Format, CSS, PLpgSQL, TypeScript",28574,6999,397.5828305555555
RVC-Boss/GPT-SoVITS,"Python, Batchfile, Shell, Dockerfile, PowerShell, Jupyter Notebook",28612,3315,158.22439444444444
tastejs/todomvc,"JavaScript, HTML, CSS, Shell",28546,13791,3235.454186111111
transloadit/uppy,"HTML, JavaScript, Shell, Makefile, TypeScript, Dockerfile, SCSS, Svelte, Vue",28551,1963,3231.3450861111114
OAI/OpenAPI-Specification,"JavaScript, HTML, Shell, CSS, PowerShell, Markdown",28539,9049,11036.271994444445
lizongying/my-tv,"Kotlin, CMake, Makefile, C, Java, Shell",28523,3213,244.61190555555555
open-mmlab/mmdetection,"Shell, Python, Dockerfile",28516,9285,2397.7422611111115
trailofbits/algo,"Shell, Python, Dockerfile, Makefile, Jinja",28510,2307,1877.9691750000002
pnpm/pnpm,"JavaScript, TypeScript, Shell, Batchfile",28475,952,3932.328761111111
ShareX/ShareX,"C#, Inno Setup, CSS, HTML",28474,3121,1136.2289944444444
vuejs/vuex,"JavaScript, TypeScript",28407,9551,816.4642027777777
remix-run/remix,"JavaScript, TypeScript, Arc, Shell, CSS",28412,2393,6994.526211111111
composer/composer,PHP,28393,4489,4116.168305555556
lovell/sharp,"Python, JavaScript, C++, Shell, C, Dockerfile, TypeScript",28380,1278,1413.2534722222222
OpenDevin/OpenDevin,"HTML, CSS, TypeScript, Python, Dockerfile, Shell, JavaScript, Makefile, Ruby, Roff",28397,3250,169.14819444444444
kenwheeler/slick,"Makefile, Ruby, CSS, JavaScript, HTML, Less, SCSS",28331,5884,451.1191166666667
postcss/postcss,"JavaScript, TypeScript",28310,1556,693.2424194444444
jobbole/awesome-python-cn,Makefile,28305,7859,731.8358179012346
codepath/android_guides,,28296,6367,3233.3420916666664
v2fly/v2ray-core,"Go, Shell, Assembly, Makefile, HTML, Dockerfile",28300,4524,1110.9500555555555
Ebazhanov/linkedin-skill-assessments-quizzes,,28277,13399,467.4390583333334
remoteintech/remote-jobs,"JavaScript, Shell, HTML, CSS, Dockerfile",28257,2969,5609.629686111111
influxdata/influxdb,"Shell, Rust, Dockerfile, Python, HTML, HCL",28198,3507,1814.9138500000001
zeromicro/go-zero,"Go, Makefile, ANTLR, Dockerfile, Smarty, Shell, TypeScript, Lua",28160,3843,716.3694250000001
milvus-io/milvus,"CMake, Python, Shell, C++, Groovy, Dockerfile, Makefile, Go, C, Batchfile",28127,2711,568.2157416666666
caolan/async,"Makefile, JavaScript, Shell, CSS",28124,2407,10761.729258333333
ToolJet/ToolJet,"HTML, JavaScript, SCSS, Shell, Dockerfile, HCL, TypeScript, Batchfile, EJS, Procfile",28114,3418,243.40548611111112
jashkenas/backbone,"JavaScript, HTML, CoffeeScript",28106,5397,966.8905666666667
microsoft/autogen,"JavaScript, CSS, Dockerfile, Python, Jupyter Notebook, MDX, PowerShell, Shell, C#",28106,4103,1822.2069777777779
Awesome-Windows/Awesome,,28087,2394,1465.6271714092143
ascoders/weekly,JavaScript,28080,3200,309.70186388888885
alibaba/canal,"Java, Shell, Batchfile, Dockerfile, Python, HTML, CSS, JavaScript, Vue, PLpgSQL",28067,7547,382.56785833333333
fabricjs/fabric.js,"JavaScript, HTML, Mustache, TypeScript, CSS, Vue",28075,3451,3672.277027777778
upscayl/upscayl,"Python, JavaScript, CSS, TypeScript, Shell",28049,1251,736.9826333333333
cheeriojs/cheerio,"HTML, TypeScript, JavaScript, CSS, MDX",28045,1623,6973.395169444444
hashicorp/consul,"Go, Makefile, Shell, HTML, JavaScript, Gherkin, Dockerfile, HCL, Handlebars, SCSS",28037,4394,1953.4442416666666
acheong08/ChatGPT,"Python, Makefile, Batchfile",28022,4497,51.97997222222222
GoogleChrome/lighthouse,"JavaScript, Shell, HTML, CSS, Python, Handlebars, TypeScript",28022,9318,1098.4173527777778
wuyouzhuguli/SpringAll,"Java, CSS, HTML, JavaScript, PLpgSQL",28012,8084,302.03134773662555
realpython/python-guide,"Makefile, Batchfile",27962,5810,11196.028563888889
zhayujie/chatgpt-on-wechat,"Python, Shell, Dockerfile",27976,7450,45.74716111111111
ZuzooVn/machine-learning-for-software-engineers,,27934,6190,3801.4366975308644
JushBJJ/Mr.-Ranedeer-AI-Tutor,,27900,3215,158.99378787878788
tqdm/tqdm,"Python, Makefile, Roff, Jupyter Notebook, Shell",27888,1338,2013.3033555555555
apache/kafka,"Shell, Java, Scala, HTML, Python, Batchfile, XSLT, Dockerfile, Roff",27863,13663,0
facebook/rocksdb,"Shell, Python, C++, C, Makefile, Java, CMake, PowerShell, Perl, Assembly",27836,6196,1314.7131388888888
encode/django-rest-framework,"HTML, CSS, JavaScript, Python",27828,6763,3699.6449944444444
AllThingsSmitty/css-protips,,27826,2157,5198.072142184557
pola-rs/polars,"Rust, Python, Makefile, CSS",27807,1700,916.5127972222222
qier222/YesPlayMusic,"JavaScript, HTML, Vue, CSS, Shell, Dockerfile, SCSS",27766,4092,507.5235944444444
alibaba/druid,"Java, HTML, CSS, JavaScript, Shell, PLSQL, Batchfile, TSQL, Dockerfile, SCSS",27761,8553,5074.810975
pmndrs/react-spring,"JavaScript, TypeScript, HTML, CSS, Shell",27730,1182,549.5965972222223
linexjlin/GPTs,,27672,3736,498.0275505050505
pbatard/rufus,"Shell, C, Assembly, Makefile, Batchfile, M4, Python, sed, C#, PowerShell",27658,2499,3448.5360444444445
jamiebuilds/the-super-tiny-compiler,JavaScript,27632,2831,0
aseprite/aseprite,"CMake, C, C++, Objective-C++, Shell, Lua",27589,5013,5529.1353
alibaba/spring-cloud-alibaba,"Java, Shell, JavaScript, HTML, Dockerfile, Smalltalk",27572,8242,857.0877277777778
codex-team/editor.js,"JavaScript, CSS, HTML, TypeScript",27564,2024,2735.895891666667
facebook/folly,"C++, C, Shell, Python, Makefile, CSS, Ruby, Assembly, CMake, Batchfile",27509,5464,5084.251844444445
Lightning-AI/pytorch-lightning,"Python, Shell, Dockerfile, Makefile, JavaScript, HTML, TypeScript, CSS",27466,3294,878.0824583333333
alpinejs/alpine,"JavaScript, HTML",27441,1197,493.416225
ChartsOrg/Charts,"Swift, Objective-C, Ruby, Shell, C",27419,5965,743.6133138888889
JedWatson/react-select,"JavaScript, TypeScript, CSS",27417,4096,7707.85595
digitalocean/nginxconfig.io,"JavaScript, Vue, SCSS, Shell",27376,2009,2072.9588916666667
mobxjs/mobx,"JavaScript, TypeScript, CSS, HTML, Shell",27367,1759,1009.9420333333333
Advanced-Frontend/Daily-Interview-Question,JavaScript,27331,3292,331.83491111111107
nagadomi/waifu2x,"Lua, Shell, HTML, CSS, JavaScript, Ruby, Dockerfile, Python",27326,2705,1678.8420888888888
huiyadanli/RevokeMsgPatcher,C#,27339,3240,1205.311636111111
mckaywrigley/chatbot-ui,"TypeScript, JavaScript, CSS, Shell, PLpgSQL",27304,7573,1971.558047222222
ageron/handson-ml2,"Jupyter Notebook, Dockerfile, Makefile, Shell, Python",27278,12599,1948.074286111111
gchq/CyberChef,"JavaScript, HTML, CSS, Dockerfile",27279,3082,3409.074411111111
GorvGoyl/Clone-Wars,,27270,2404,1282.4667069243155
jashkenas/underscore,"JavaScript, HTML",27263,5508,423.40396111111113
immerjs/immer,"JavaScript, TypeScript, HTML, CSS, MDX",27244,842,835.2299777777778
FlowiseAI/Flowise,"JavaScript, Shell, Dockerfile, TypeScript, Batchfile, HTML, SCSS, CSS",27254,14059,1544.1245805555557
wesbos/JavaScript30,"HTML, CSS, JavaScript",27209,36895,0
YMFE/yapi,"JavaScript, CSS, HTML, SCSS, Less",27206,4764,131.00779444444444
lenve/vhr,Java,27178,10286,1043.9904658564815
Tencent/weui,"JavaScript, HTML, Less",27128,6420,2526.823652777778
myshell-ai/OpenVoice,"Python, Jupyter Notebook",27111,2625,87.14205917874396
OWASP/CheatSheetSeries,"Shell, Python, Java, HTML, Makefile",27089,3796,4374.298388888888
crossoverJie/JCSprout,Java,27077,7096,714.792895480226
numpy/numpy,"Python, C, C++, Fortran, Makefile, Shell, sed, Smarty, D, Cython",27038,9612,6857.096955555556
docsifyjs/docsify,"JavaScript, Shell, Stylus, Dockerfile",27040,5648,944.0054694444444
backstage/backstage,"JavaScript, HTML, TypeScript, Dockerfile, Shell, CSS, Handlebars, Mustache, Makefile, HCL",27029,5639,1147.6488
geekcompany/ResumeSample,,27029,9007,0
Homebrew/legacy-homebrew,,27020,11370,1013.6472722222222
microsoft/Data-Science-For-Beginners,"JavaScript, HTML, Vue, Jupyter Notebook",26998,5575,1165.6548918128656
2noise/ChatTTS,"Python, Go, Shell",27046,2941,389.33321111111115
k3s-io/k3s,"Go, Shell, Dockerfile, Makefile, HCL, Ruby",26982,2270,3402.6765694444443
xuxueli/xxl-job,"Java, Dockerfile",26967,10738,6453.822902777778
xinntao/Real-ESRGAN,Python,26932,3383,916.210775
viraptor/reverse-interview,,26828,2054,1685.4517438271605
schollz/croc,"Go, Shell, Dockerfile, Makefile",26809,1074,2715.07245
fzaninotto/Faker,"Makefile, PHP",26799,3566,2228.820125
lutzroeder/netron,"JavaScript, Python, HTML, CSS, Shell",26804,2702,2424.559580555556
Automattic/mongoose,"JavaScript, HTML, Pug, TypeScript",26767,3800,770.7322861111111
llvm/llvm-project,"Starlark, C++, LLVM, Cuda, CMake, C, Assembly, Python, MLIR, Fortran",26765,10964,87589.75183611111
MonitorControl/MonitorControl,"Swift, Objective-C",26755,796,7689.025055555555
Pierian-Data/Complete-Python-3-Bootcamp,"Jupyter Notebook, Python",26737,84109,3016.6774277777777
houshanren/hangzhou_house_knowledge,"HTML, CSS",26716,5326,951.4880960648148
donnemartin/data-science-ipython-notebooks,"Python, CSS, Makefile, Dockerfile",26718,7762,603.4367045454545
google/comprehensive-rust,"JavaScript, AIDL, Rust, Shell, Java, C, CSS, Handlebars, Makefile, Assembly",26714,1579,1331.1335194444443
mpv-player/mpv,"Objective-C, C, Python, Shell, Lua, JavaScript, Swift, Meson, PowerShell",26703,2836,1579.9408361111111
codemirror/codemirror5,"JavaScript, CSS, Shell, HTML",26680,4950,1196.1114111111112
zbezj/HEU_KMS_Activator,,26682,2833,1571.716052631579
angular/angular-cli,"JavaScript, HTML, TypeScript, CSS, Shell, Starlark, EJS, jq",26661,11978,2430.612225
GitbookIO/gitbook,"JavaScript, TypeScript, CSS",26647,3817,6881.3846861111115
servo/servo,"Rust, JavaScript, HTML, Python, CSS, PostScript, WebIDL, Shell, Nix, Batchfile",26641,2933,6377.505355555556
rethinkdb/rethinkdb,"Makefile, JavaScript, CSS, HTML, Python, Ruby, Shell, AppleScript, Haskell, C",26616,1860,2683.843775
pmndrs/react-three-fiber,"JavaScript, TypeScript, Shell, HTML",26614,1510,491.9507888888889
cfenollosa/os-tutorial,"Assembly, C, Makefile",26597,3240,1944.6377805555555
nvie/gitflow,Shell,26590,2658,8909.6716
OpenBB-finance/OpenBBTerminal,Python,26590,2603,552.9916583333334
eugeneyan/applied-ml,,26593,3599,968.5778282828282
google/python-fire,Python,26562,1432,4262.823869444444
ajaxorg/ace,"Makefile, JavaScript, HTML, CSS, Shell",26538,5266,6512.936405555555
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,"Jupyter Notebook, Python, HTML, CSS, Shell",26506,7837,2618.3779320987655
statelyai/xstate,"JavaScript, TypeScript, Vue, Svelte, HTML, CSS",26502,1223,2230.128325
directus/directus,"JavaScript, HTML, CSS, Dockerfile, TypeScript, Liquid, Vue, SCSS",26435,3673,3352.2683
KRTirtho/spotube,"Shell, Kotlin, Swift, Objective-C, Dart, CMake, C++, C, HTML, Inno Setup",26417,1080,2761.8525611111113
dokku/dokku,"Shell, JavaScript, HTML, Clojure, Go, Java, Ruby, Python, PHP, Scala",26377,1842,929.2198194444445
tj/commander.js,"JavaScript, TypeScript",26368,1685,18869.27707777778
helm/helm,"Makefile, Go, Shell",26323,7002,1545.3226444444442
go-kit/kit,"Go, Shell",26313,2420,2271.518036111111
zhiwehu/Python-programming-exercises,,26311,6767,4938.407091503267
freqtrade/freqtrade,"Python, Shell, Dockerfile, Jupyter Notebook, PowerShell, HTML, Gnuplot, Jinja",26314,5772,1110.7647749999999
spf13/viper,"Go, Makefile, Nix, Shell",26284,2004,8294.106033333333
facebookresearch/Detectron,"CMake, Makefile, Python, MATLAB, C++, Cuda, Dockerfile, Cython",26203,5447,184.66600555555556
coollabsio/coolify,"JavaScript, Dockerfile, CSS, Shell, PHP, Vue, Blade",26231,1330,4083.023325
surrealdb/surrealdb,"Dockerfile, Rust, Makefile, Nix, Shell",26168,811,1809.2111027777778
vadimdemedes/ink,"JavaScript, TypeScript",26164,587,4642.207380555556
zadam/trilium,"JavaScript, CSS, Shell, Dockerfile, Batchfile, EJS, HTML",26145,1792,2615.3115916666666
nextcloud/server,"PHP, CSS, JavaScript, Shell, HTML, Gherkin, Makefile, Vue, SCSS, Handlebars",26123,3935,6028.7224472222215
google-ai-edge/mediapipe,"Python, Dockerfile, C++, Java, C, Objective-C, Shell, Objective-C++, HTML, JavaScript",26125,5038,320.75285833333334
MichaelCade/90DaysOfDevOps,"Go, Makefile, Shell, Python, PowerShell, Dockerfile, HCL, Jinja, HTML",26119,6182,1475.5825555555557
outline/outline,"JavaScript, HTML, Shell, Makefile, Dockerfile, TypeScript, Procfile",26122,2092,2407.6342833333333
qiurunze123/miaosha,"Java, HTML, Lua, FreeMarker, PHP",26113,6637,8164.552371794872
remy/nodemon,"JavaScript, HTML, Dockerfile, Shell, CSS, jq",26108,1714,6909.71925
StevenBlack/hosts,"Python, Batchfile, Dockerfile, Nix, Shell",26108,2169,4208.706502777778
bvaughn/react-virtualized,"JavaScript, CSS, HTML",26104,3054,253.54415555555553
michalsnik/aos,"CSS, JavaScript",26075,2537,2341.2758750000003
hashicorp/vagrant,"Ruby, Shell, Emacs Lisp, JavaScript, HTML, PowerShell, Makefile, Dockerfile, Go, Nix",26018,4417,502.1236361111111
sampotts/plyr,"JavaScript, SCSS",26020,2898,2598.115844444444
swagger-api/swagger-ui,"CSS, HTML, JavaScript, Shell, Dockerfile, SCSS",25991,8855,4022.3321694444444
refinedev/refine,"TypeScript, JavaScript, Shell, CSS, Handlebars, HTML",25988,1965,425.6444472222222
rstacruz/nprogress,"HTML, CSS, JavaScript",25969,1810,5276.436009615384
